ツイートID,ツイートされた時間(日本時間),配信前ツイート,ぽえーむ
1581189484934070273,2022-10-15_16:45:24,"このあと20時からは🌟

🏆 Fate/Grand Order 🏆

ついに神聖円卓領域キャメロット
攻略始めます！！！！！！！！！！！

シナリオめちゃめちゃ面白いらしいので期待、そして敵がめちゃめちゃ強いらしいので震えてるぺこ😳

ぜひ応援しに来てね‼️

▽待機所▽
https://t.co/nXV1MDH7Hj https://t.co/rRO1TUKlzZ","まさかまたみんなとFGOの世界にいけるなんて…！
嘘みたい！
これもいろいろな人のおかげ！ありがとう！！！！
え？！またどこかで異常が見られた！？
そーとなればぺこーらたちがいかないでどうするの？！
ぺこーら、マシュ、沖田さん、諸葛孔明、ゼノビア、そしてエリちゃん！
このメンツでいくぞ！ "
1580879589634502658,2022-10-14_20:14:00,"このあと21時からは🌟

✌ 久しぶりのメンバー限定 ✌

配信したい👁️👁️
けどNo準備…そんな日はメン限でサクっとお話でもしたいと思うぺこ！！！！！！！！！！！！！

ゆるっとやります🥦

▽待機所▽
https://t.co/gwJ8drMEQ1 https://t.co/ARX6GdHX1j",
1580498266700980224,2022-10-13_18:58:45,"このあと21時からは🌟

🏆 Fate/Zero同時視聴 最終回 🏆

楽しかった同時視聴も今日で最後…！

どんな結末を迎えるかは
神のみぞ知るってわけぺこな😳

配信の最後には嬉しい告知もするよ✨

▽待機所▽
https://t.co/Vb8FdxBw1L https://t.co/clpkRqVfMN","だれが聖杯を手にするのか…
誰が自分の望みをかなえるのか
ついに今日決まる。
前回はついに脱落者もでてしまった。。。
残りは4陣営。
どんな戦いを見せてくれるのか、
はたまたどんなエンディングになるのか楽しみで仕方がない！
ここでネタバレを一つ
聖杯を手にするのは…せ "
1580140472588083200,2022-10-12_19:17:00,"このあと21時からは🌟

📚 ホロライブ検定試験 📚

前回はあまりのホロライブ愛に
サーバーが持たなかった‼️

今回こそみんなに「結果」を見せられるぺこだね👍

まぁ…一応98点に抑えるつもりぺこ😊

▽待機所▽
https://t.co/GfEQ3ptyni https://t.co/4LrZHiQoQW","ついに試験当日。
ドキドキ。ノー勉で挑むこのドキドキはたまらねえ！
きっと間違えちゃうことも少しあるはず、だけど7０％取れれば合格。
絶対に合格して履歴書にホロライブ検定合格って書くんだ！
これがきっとすげえいい会社に入れるに違いない！
みんなみててくれぺこーら必ず合格するぺこおO!!!!! "
1579773316931280896,2022-10-11_18:58:04,"このあと21時からは🌟

🔴マイクラ運動会準備🔴

ついに発表されたホロライブ運動会2022

今日は早速ミオスバ達と
わいわいレース場を作るぺこ‼️

マイクラの申し子が久しぶりの出勤じゃあああああああああああああああああああああああああ☺️

▽待機所▽
https://t.co/2Kq4exkUpm https://t.co/673kgogYY9","秋…オータム、フォール。
何が違うの？
食欲の秋？いやいや読書の秋？
ちがう違う。
そうスポーツの秋。
みんなはなんのスポーツが好き？
ぺこーらは運動会が好き！！！！！！
黄色絶対に優勝！勝つのみ！絆絶対ある！！！！！ "
1579014281307488256,2022-10-09_16:41:55,"このあと20時からは🌟

🍄スーパーマリオワールド🍄

久しぶりのマリオ★
久しぶりの耐久★

今日はクリアするまで遊ぶぺこ✨✨

夜は長いぜ！みんな夜食を用意すべし😊

▽待機所▽
https://t.co/TwtaTNA4kf https://t.co/lGCqJ1KbBO","こんなにも魅力的な髭のおじさんいる！？
こんなにもキノコを食べたら大きくなったり死んだりするおじさんいる？！
しかも緑の化け物にのれるおじさんいる！？
え？普通の土管工事の人？
とげとげの化けものと戦ってお姫様を救う。
なんて素敵な物語。
ぺこーらもこのゲームする！！！！！！！！！！！ "
1578648051904053249,2022-10-08_16:26:40,"このあと21時からは🌟

🏆 Fate/Zero 🏆

完全にハマってしまったFateの世界

本日はEP12～観ていくぺこ☺️
皆の者、集え！！！！！！！！！

▽待機所▽
https://t.co/BzLgKFVmJo https://t.co/f7R59K9jRT","然り！然り！然り！然り！然り！然り！
然り！然り！然り！
然り！然り！然り！
然り！然り！然り！
然り！然り！然り！
然り！然り！然り！
然り！然り！然り！
然り！然り！然り！
然り！然り！然り！
然り！然り！然り！

ぺこーらはカッコいい王様になる！！！！！！！！ "
1578358098749636608,2022-10-07_21:14:29,"このあと22時からは🌟

💪 もろだし相撲 💪

怒りのもろだし相撲ぺこ！！！！！！！

でりゃあああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ！！！！！！！！！！！！！！！！！

▽待機所▽
https://t.co/5brEE0Okb8 https://t.co/mUJlMRR0XJ","寒い日が続いております。
そんな日はTVで相撲を見るのもよし。
裸で相撲をするのもよし。

ぺこちゃんは…実際に相撲してみよかな？
タイトルはとんでもない言葉あるけど、まぁ魂と魂でぶつかりあおうや。

つながる…そうもろだし相撲！！！！！！ "
1577602375019220992,2022-10-05_19:11:31,"このあと22時からは🌟

🏫ホロライブ検定試験🏫

巷ではホロライブを最も愛しているといわれている兎田ぺこらが受けるホロライブ検定試験‼️

3期生、でぇベテランのぺこーらが
まさか不合格なわけないよね？

ちなみに社長は不合格でした😅

▽待機所▽
https://t.co/UWdmuS7tyk https://t.co/V6m29sZldh","はぁ～テストっていやだな！
勉強したくなあああい、あれ？ホロライブ検定？
そんなのってぺこちゃんにとっておちゃのこさいさいじゃない！
だってぺこーらはメンバーなんだよ？
へ～７０％正答率があれば合格なのね！
まかせんしゃい！ノー勉でここまでやってきた実力みせつけちゃる！！！！！！！ "
1576895366653366272,2022-10-03_20:22:07,"このあと21時からは🌟

🎰 ミリオンゴッド神々の凱旋 🎰

本日は以前クリアした龍が如く7にてプレイできるスロット。
ミリオンゴッド神々の凱旋にて大当たりを引いてフィーバーするぺこ！！！！！！！！！✨✨

幸運ウサギの名は伊達じゃないところを見せるぜ‼️

▽待機所▽
https://t.co/MU0xhh0zC9 https://t.co/cpFvPpnEAH","おい！月曜だからってなんだよ！！！
ギャンブルしようぜ！明日も会社？しらねえよ！！！！今日はぺこちゃん大当たり引いてぎゃはぎゃは笑いながら寝たいんだ！！
予算は10万！これだけもってればきっとあたりをひくよね？
大丈夫だよね？
みんなで夢見ようや！！！！！！！ "
1576513517611495424,2022-10-02_19:04:47,"このあと20時からは🌟

♨ 地獄銭湯 ♨

地獄＋銭湯！？
どういうことだってぺこばよ…

チラズアートさんの新作ホラーやるぞ‼️

ちなみにぺこーらは
お風呂そこそこ好きぺこです👍

▽待機所▽
https://t.co/wLTwmN4iO7 https://t.co/VEerRZljYt","かっぽーーん。
お風呂ってなんでこんなに気持ちいいんだろう。
ずうううっと入りたくなる。あったいかな～
ぬくぬくだな～
そういえば銭湯最近いってないな…
近々行きたいな…
いや、いくしかないか！むしろ働けば毎日入れるってわけだよね？
ここで働かせてください！！！！！！！！ "
1576164717692784640,2022-10-01_19:58:47,"このあと21時からは🌟

🏆 Fate/Zero同時視聴 🏆

1週間長かったぺこおおおおお‼️

今日は誰が活躍するかな？
ギル様？イスカンダル？☺️ﾜｸﾜｸ

体感5分ことFate/Zero
今日は6話から観ていくぺこ✨

▽待機所▽
https://t.co/ppRHRSFZkP https://t.co/iCYhY7DOSV","待ちに待ったFateZero！
今日はどんな熱い戦いが見れるんだ！？
ぺこちゃんの推しは活躍するのかな？
わくわくどきどき！！！！
さぁ、みんな準備はいいかい？
fateの世界にいこう・・・・！！！！！！！！！！！！！！！！！！
聖杯はわが手に！！！！！ "
1575793016819748869,2022-09-30_19:21:46,"このあと21時からは🌟

⚙GUNDAM EVOLUTION⚙

巷で噂のガンエボができるぞーい‼️

ぺこーらも本日から初見プレイだからやったことない人も一緒に楽しめれたらと思うぺこ☺️

途中からぼたんちゃーんと合流しやす✨

▽待機所▽
https://t.co/HOAjfMjI7N https://t.co/FTqDbYAgUC","燃え上れ～！燃え上れ～！ガンダム～！
今日はガンダムに乗れると聞いてきました！！！
どんな相手でもかかってこい！ぺこちゃんが乗ったらとんでもなく強いはずや・・・！
いろいろな機体があるらしいぺこだからまずはどの機体にするかお試しからぺこな！
ぺこーらの好みはパワー＆ミサイル＆飛ぶ！！ "
1575423134575927296,2022-09-29_18:51:59,"このあと20時からは🌟

🥦しょぼんのるきみん！🥦

可愛く見えて鬼畜ゲームだと？

おいおい、数々のゲームをクリアしてきたぺこーらに敵はないぺこなんだよ！？！？！？

ぺこーらとどっちが早くクリアできるか勝負しようや(^▽^)/

▽待機所▽
https://t.co/vYKtzILr8j https://t.co/jXjq0aoLws","鬼畜ゲームから逃げるな！鬼畜ゲームから逃げるな
なんで逃げちゃだめなんだよ！
だって難しいんだもん…クリアなんて…できないよう…

おいおいおい、できないときめつけちゃあだめだろ
クリアした時の達成感ほど気持ちいいものはない。
それを1度でも味わっちまうと戻れねえぜ？
いざ勝負！！！ "
1575051969705652224,2022-09-28_18:17:07,"このあと21時からは🌟

🍅スマブラSP 3勝耐久🍅

前回は大体２時間くらい…
もうスマブラガチ勢にも勝ったし
今日は１時間切っちゃうぺこかな～😉

久しぶりにスマブラで気持ちよくなってやるぜ！！！！！
ぺーこぺこぺこ！！！！！！！！

▽待機所▽
https://t.co/9AHunXBVOx https://t.co/BnuBk0jhX8","戦い、それは仁義なき戦い。
こぶしとこぶしでぶつかり合うバトル。
みんなと戦うのは久しいな。
今日は少し本気でやらせてもらうよ…
いつもは手を抜いて他の？
ふふふ、まあいつもは手首に重り5キロ片目つぶる足で操作というハンディをもってやってたけど
今日は手でやらせてもうよ！
必ず4勝！！！ "
